MODEL,EPOCH,TRAINACC,TRAINLOSS,TESTACC,TESTLOSS,TIME,TRAINPRECISION,TRAINRECALL,TRAINF1SCORE,TESTPRECISION,TESTRECALL,TESTF1SCORE,TRAINAUC,TESTAUC
GaborNN7Layer,28,0.797684675,0.003392599,0.765,0.004063225,53.27729581,0.864075643,0.710291471,0.779672738,0.817275007,0.682869731,0.744051357,0.798441139,0.764393873
GaborNN7Layer,29,0.795686329,0.003350285,0.772,0.004337345,52.82389423,0.865763824,0.704815501,0.777042909,0.79667499,0.729261205,0.761478973,0.796159674,0.771514444
GaborNN7Layer,30,0.80016538,0.003360449,0.775333333,0.004369586,53.92045345,0.873601727,0.708947803,0.782709183,0.813737067,0.719812432,0.763898469,0.802328566,0.776729608
GaborNN7Layer,31,0.809192393,0.003240136,0.766333333,0.004192718,53.45247503,0.877136591,0.722679897,0.792452117,0.842447683,0.659881668,0.740071785,0.810038752,0.768573918
GaborNN7Layer,32,0.808227674,0.00323642,0.761,0.004277089,53.6376158,0.882718188,0.714727255,0.789889571,0.787589148,0.710613584,0.747123917,0.809378516,0.759829261
GaborNN7Layer,33,0.813602536,0.003113299,0.760333333,0.004287458,53.00996992,0.878266225,0.732265751,0.798648256,0.844658419,0.636985883,0.72626809,0.814986668,0.760178668
GaborNN7Layer,34,0.812362183,0.003158428,0.758666667,0.00430912,52.88414208,0.876768349,0.730990506,0.797270482,0.820525889,0.668974322,0.737040178,0.813794837,0.760703261
GaborNN7Layer,35,0.817668137,0.003069715,0.766333333,0.004334275,53.04320143,0.879181268,0.738924097,0.802973945,0.86547253,0.629927536,0.729149331,0.818301162,0.76629416
GaborNN7Layer,36,0.820011025,0.003040632,0.776,0.004474414,52.97692652,0.887005144,0.738316742,0.805859755,0.829449011,0.697060126,0.757513753,0.821606793,0.777114701
GaborNN7Layer,37,0.827177508,0.002967392,0.764666667,0.004342355,53.36456322,0.886436616,0.753236367,0.814426173,0.863220798,0.626533086,0.726074818,0.828083008,0.764717688
GaborNN7Layer,38,0.829589305,0.002878188,0.771,0.004521539,54.79854013,0.888650092,0.758179011,0.818246224,0.820193287,0.691216689,0.750201861,0.830249494,0.770369688
GaborNN7Layer,39,0.833103638,0.002907155,0.755,0.00460414,53.79350731,0.894124216,0.75652138,0.819587302,0.830620935,0.645776835,0.726627701,0.832699182,0.75652109
GaborNN7Layer,40,0.838547409,0.002803664,0.763666667,0.004639672,54.55391727,0.899670037,0.767621285,0.828416559,0.790909917,0.72350136,0.755705414,0.840173405,0.764770029
GaborNN7Layer,41,0.837858324,0.002821667,0.761666667,0.004572617,53.38191855,0.89291408,0.772440323,0.828319592,0.813803532,0.67747462,0.739407652,0.839046272,0.762280864
GaborNN7Layer,42,0.842475193,0.002719768,0.758,0.004635596,53.84441192,0.897708138,0.776406082,0.832662491,0.847889846,0.629121251,0.722304013,0.843190982,0.758200092
GaborNN7Layer,43,0.849159316,0.002686536,0.761666667,0.004968088,53.31511279,0.903427416,0.78267948,0.83872986,0.782606791,0.722385703,0.751291397,0.849249401,0.75970662
GaborNN7Layer,44,0.845989526,0.002651705,0.755666667,0.004878212,53.07962703,0.905579401,0.775793789,0.835677503,0.78450418,0.705167989,0.742723462,0.847026862,0.754649154
GaborNN7Layer,45,0.852604741,0.002583106,0.763,0.004941086,53.9585487,0.904263061,0.792023944,0.84443021,0.800857081,0.696128253,0.744829262,0.853454483,0.760253944
GaborNN7Layer,46,0.85494763,0.002521916,0.760666667,0.004974993,53.06309435,0.90379685,0.797240962,0.847181485,0.798108622,0.696455381,0.743825013,0.85569586,0.759273034
GaborNN7Layer,47,0.857841786,0.002525814,0.766666667,0.00477418,53.23510569,0.907467724,0.800373815,0.850562992,0.820956108,0.686962877,0.748006193,0.858585107,0.767587665
GaborNN7Layer,48,0.861080485,0.002478587,0.762,0.005212803,52.93117064,0.910055156,0.803771895,0.853617939,0.809391385,0.686591636,0.742951421,0.861512725,0.762522694
GaborNN7Layer,49,0.865283903,0.002409697,0.771,0.004858407,53.47442021,0.911477221,0.812373663,0.859076728,0.836720605,0.664856342,0.740953038,0.865925085,0.768393013
GaborNN7Layer,50,0.86817806,0.00236832,0.749333333,0.005728757,53.05967414,0.914593293,0.814733212,0.861780039,0.799705249,0.662475953,0.724650948,0.868980152,0.747637393
GaborNN7Layer,51,0.866937707,0.002334895,0.757666667,0.005187177,56.03240458,0.951636121,0.774275238,0.853842557,0.85848417,0.617711895,0.71846267,0.867585993,0.758207177
GaborNN7Layer,52,0.865008269,0.002363346,0.757666667,0.005303588,53.94871397,0.952981586,0.769154273,0.851256717,0.834843677,0.646386763,0.728626536,0.865605729,0.759340041
GaborNN7Layer,53,0.863285557,0.0023874,0.755,0.005285748,53.90868387,0.949074385,0.768565009,0.849334693,0.850932926,0.618352264,0.716234404,0.863889212,0.754343543
GaborNN7Layer,54,0.862596472,0.002380957,0.753,0.005453179,54.0167261,0.946823455,0.768955155,0.848669837,0.829854333,0.628866481,0.715513989,0.863274265,0.750244236
GaborNN7Layer,55,0.864457001,0.00237141,0.752,0.005410114,53.4262869,0.952539088,0.768428073,0.850635378,0.834811356,0.622858832,0.713425616,0.864640604,0.750542155
GaborNN7Layer,56,0.86314774,0.002419873,0.761333333,0.005346075,53.69374468,0.948426218,0.768802625,0.849220031,0.851354949,0.633469404,0.726425736,0.863795528,0.761817347
GaborNN7Layer,57,0.865283903,0.002389743,0.766666667,0.005188034,53.59796743,0.94863996,0.774307743,0.852654163,0.858299999,0.641055289,0.733939124,0.866382088,0.768468202
GaborNN7Layer,58,0.862941014,0.002388085,0.749333333,0.005425481,53.01550641,0.947527365,0.76815076,0.848462022,0.829754742,0.621715266,0.710825835,0.863207641,0.747882146
GaborNN7Layer,59,0.864870452,0.002363024,0.757333333,0.005334924,52.53450608,0.949135543,0.771832611,0.85135075,0.84176449,0.634868786,0.723822236,0.865033562,0.758201702
GaborNN7Layer,60,0.862183021,0.002375685,0.755333333,0.00529304,53.33751326,0.948012111,0.76547609,0.847021419,0.841427739,0.633304638,0.722680397,0.861817437,0.756875852
GaborNN7Layer,61,0.866041896,0.002357204,0.754,0.005468552,53.1927293,0.95145827,0.771574864,0.852126718,0.832724034,0.638532933,0.722812849,0.866346772,0.754026937
GaborNN7Layer,62,0.868109151,0.002330658,0.752666667,0.005479773,52.83145844,0.953349476,0.774644882,0.854756601,0.822185443,0.647024194,0.724163333,0.868288645,0.753206943
GaborNN7Layer,63,0.86266538,0.002398405,0.755666667,0.005313165,53.43780733,0.952574208,0.764778697,0.848408571,0.839030827,0.634635008,0.72265818,0.863629032,0.756809514
GaborNN7Layer,64,0.866041896,0.002354737,0.763,0.005371237,53.33896916,0.94928982,0.774639771,0.853117961,0.844666218,0.646193922,0.732219155,0.866672543,0.764619622
GaborNN7Layer,65,0.86404355,0.00236753,0.747,0.005437324,53.38999381,0.948987564,0.77093733,0.85074638,0.835398587,0.617703275,0.710244005,0.864907358,0.7462572
GaborNN7Layer,66,0.865697354,0.00234575,0.749333333,0.005486199,54.09015718,0.949022957,0.77324782,0.852165574,0.832049279,0.628079361,0.715817724,0.866199235,0.748832458
GaborNN7Layer,67,0.861631753,0.002421732,0.755,0.005179028,53.39439147,0.950043036,0.763724692,0.846755734,0.851828076,0.624350137,0.720562018,0.862051545,0.758239632
GaborNN7Layer,68,0.867557883,0.002364328,0.755666667,0.005680035,54.53997286,0.951421484,0.776415398,0.855055588,0.831754077,0.641643007,0.724433614,0.868565063,0.754312967
GaborNN7Layer,69,0.862803197,0.002385254,0.749,0.005669897,53.67198425,0.947721482,0.769416641,0.849311619,0.818635796,0.646181091,0.722256791,0.863620647,0.750577558
GaborNN7Layer,70,0.866041896,0.002364284,0.759333333,0.005419354,53.38115817,0.950944228,0.772630217,0.852563401,0.8454475,0.628774251,0.721188137,0.866313095,0.757630602
GaborNN7Layer,71,0.864939361,0.002353329,0.762333333,0.005433625,53.72109872,0.95163386,0.769881229,0.851163083,0.84949415,0.637938805,0.728671879,0.865474208,0.762480195
GaborNN7Layer,72,0.866937707,0.002360118,0.755,0.005387431,53.25240742,0.954162969,0.772423534,0.853728361,0.824513737,0.651465046,0.727844988,0.867653399,0.7557783
GaborNN7Layer,73,0.867488975,0.002341873,0.759333333,0.005221025,53.55693361,0.953380672,0.773712513,0.854201223,0.83700828,0.646070124,0.729248086,0.868218675,0.760049117
GaborNN7Layer,74,0.861149394,0.002399757,0.767,0.005222183,54.4305534,0.949160296,0.764539042,0.846904807,0.850460501,0.651779279,0.737981432,0.861962787,0.76833156
GaborNN7Layer,75,0.861631753,0.002384487,0.757333333,0.005180086,53.84236391,0.949781664,0.764160522,0.846919643,0.82932377,0.64656639,0.726629787,0.862282544,0.758259667
GaborNN7Layer,76,0.86542172,0.002353052,0.761666667,0.005272004,53.43843805,0.94834285,0.773468155,0.852024981,0.840851083,0.645972075,0.730640111,0.866141378,0.761143492
GaborNN7Layer,77,0.864663727,0.002391959,0.758666667,0.005572186,53.01924776,0.951102818,0.769340045,0.85061992,0.831241564,0.646815081,0.727522292,0.864988016,0.757928852
GaborNN7Layer,78,0.861287211,0.002403009,0.759666667,0.005275786,53.94960215,0.946246909,0.767955939,0.847829572,0.838463338,0.646577686,0.730123513,0.862526501,0.761490455
GaborNN7Layer,79,0.863354465,0.002345376,0.761333333,0.005297537,54.2247906,0.945936684,0.771622716,0.849934196,0.840150381,0.645824532,0.73028114,0.863701792,0.761201121
GaborNN7Layer,80,0.865008269,0.002353812,0.756333333,0.005169918,53.57805438,0.952681683,0.768956798,0.851016127,0.828781897,0.649626113,0.728348816,0.865097074,0.75752269
GaborNN7Layer,81,0.869004961,0.002350382,0.759,0.005359971,53.80374885,0.955990582,0.7745588,0.855763986,0.831927011,0.647629978,0.728300263,0.869834577,0.758846459
GaborNN7Layer,82,0.865352811,0.002354195,0.757666667,0.005173849,53.69811299,0.948574461,0.77460898,0.852810302,0.840836695,0.626485575,0.718004587,0.866789217,0.75466857
GaborNN7Layer,83,0.857772878,0.002428837,0.752333333,0.0054298,55.17157764,0.947254227,0.759932472,0.843316371,0.836222373,0.628065118,0.717348344,0.858462977,0.753532358
GaborNN7Layer,84,0.863285557,0.002396502,0.752,0.005134681,54.88894494,0.950379124,0.766830303,0.848795145,0.842144164,0.621210656,0.714999427,0.863904032,0.752042171
GaborNN7Layer,85,0.863078831,0.002372386,0.757333333,0.005539975,53.54581007,0.953572385,0.763885805,0.848254022,0.823447581,0.644566856,0.723108718,0.863796626,0.754480916
GaborNN7Layer,86,0.864181367,0.00239759,0.754,0.005422316,53.71237894,0.950350475,0.770602214,0.851089266,0.827956981,0.646281011,0.725924685,0.865549731,0.75498572
GaborNN7Layer,87,0.867282249,0.002347052,0.755333333,0.005367709,53.94803018,0.952235113,0.773318728,0.853501327,0.828336608,0.638328905,0.72102493,0.867520883,0.754220748
GaborNN7Layer,88,0.86631753,0.002325094,0.753,0.005521897,53.90335964,0.952707292,0.771992952,0.852882485,0.838972718,0.63084957,0.720176286,0.866929964,0.75565224
GaborNN7Layer,89,0.864732635,0.002369757,0.756666667,0.005419182,59.99811171,0.953096277,0.768867693,0.851126909,0.846502395,0.631930977,0.723645848,0.865653328,0.75833251
GaborNN7Layer,90,0.863836825,0.002385235,0.751333333,0.005517142,54.20024206,0.951821878,0.767623446,0.84985638,0.840738096,0.625662918,0.717428105,0.864740126,0.754099707
GaborNN7Layer,91,0.86266538,0.002380688,0.747666667,0.005474178,54.19978236,0.947886831,0.768974139,0.849108311,0.82676513,0.628589083,0.714184259,0.863440162,0.748060415
GaborNN7Layer,92,0.862527563,0.002391769,0.754333333,0.005427514,53.59368679,0.950596908,0.765815396,0.848259763,0.842233048,0.618426048,0.713183325,0.86336434,0.751925329
GaborNN7Layer,93,0.864732635,0.00236914,0.756333333,0.005355687,52.93751429,0.949894224,0.771196341,0.851268335,0.846655726,0.624366211,0.718715628,0.865223753,0.755945839
GaborNN7Layer,94,0.867764609,0.002357314,0.756666667,0.005415285,53.40705637,0.95456849,0.772027787,0.853648775,0.836272584,0.635787782,0.722377837,0.867522174,0.755024298
GaborNN7Layer,95,0.867626792,0.002365026,0.760333333,0.00525522,52.93435996,0.952897212,0.77549499,0.855091817,0.845756726,0.635226152,0.725527349,0.86856185,0.760361755
GaborNN7Layer,96,0.863354465,0.002359781,0.758,0.005366971,53.38045476,0.950996127,0.768207013,0.849884318,0.845310318,0.629473687,0.721598011,0.864381459,0.757962676
GaborNN7Layer,97,0.864594818,0.002358841,0.756333333,0.005259068,54.81755877,0.952386488,0.768956163,0.850897942,0.837806755,0.637217961,0.72387331,0.865149673,0.757008751
GaborNN7Layer,98,0.869349504,0.002322495,0.759333333,0.005179049,54.59515445,0.951739265,0.778714042,0.856576397,0.840997212,0.641358725,0.727734664,0.869553375,0.759113223
GaborNN7Layer,99,0.86452591,0.002388101,0.752666667,0.005476381,53.52035997,0.948833134,0.771345855,0.850932967,0.833091553,0.630830646,0.717988542,0.86507569,0.752136059
GaborNN7Layer,100,0.864112459,0.002381639,0.757,0.005235616,53.93287318,0.947735205,0.771839169,0.850790944,0.846519086,0.624142646,0.718518271,0.864476904,0.755926893
GaborNN7Layer,101,0.867351158,0.002372095,0.759666667,0.005218319,53.85761163,0.95054434,0.77570544,0.854270829,0.845294826,0.637678208,0.726953327,0.867696265,0.761183226
GaborNN7Layer,102,0.865835171,0.002348716,0.759333333,0.005358381,54.41061186,0.952393834,0.771294657,0.852330661,0.823202614,0.657454455,0.731051419,0.866764056,0.758466537
GaborNN7Layer,103,0.864939361,0.002346594,0.757,0.005303762,54.03372499,0.951585031,0.769154494,0.85069924,0.827579266,0.647005893,0.726236337,0.865019985,0.756848194
GaborNN7Layer,104,0.866937707,0.002363093,0.749333333,0.00550842,53.9695194,0.951932974,0.775670248,0.854809805,0.824586227,0.628943215,0.713598084,0.868439264,0.74827767
GaborNN7Layer,105,0.861218302,0.002395866,0.755333333,0.005593606,54.0662627,0.949849989,0.764167566,0.846951132,0.830197872,0.642672198,0.724497159,0.862236353,0.755003511
GaborNN7Layer,106,0.865352811,0.002371907,0.754666667,0.00538714,53.917435,0.953627378,0.768644715,0.851201906,0.842468561,0.630073742,0.720953575,0.865691163,0.7552772
GaborNN7Layer,107,0.863905733,0.002365242,0.756666667,0.00535446,54.08795663,0.9501801,0.768675608,0.849844769,0.83969809,0.631105586,0.720610322,0.864446848,0.755941699
GaborNN7Layer,108,0.867282249,0.002353313,0.758333333,0.005420122,55.02387534,0.953237052,0.773343597,0.853918722,0.841613247,0.635175241,0.723965417,0.867319591,0.757763114
GaborNN7Layer,109,0.86679989,0.002330495,0.755333333,0.005504684,54.1139515,0.951135597,0.773958655,0.853448589,0.835808638,0.637186658,0.723106332,0.867379342,0.755611682
GaborNN7Layer,110,0.867833517,0.002320476,0.751666667,0.005387119,54.88232886,0.953783755,0.774842052,0.855051173,0.824134859,0.642889655,0.722316185,0.868464362,0.751803037
GaborNN7Layer,111,0.862596472,0.002395465,0.76,0.005455125,53.7647314,0.948687958,0.768265763,0.848997232,0.83840213,0.635306666,0.722859853,0.863398042,0.758552419
GaborNN7Layer,112,0.865283903,0.002401244,0.757,0.005258103,54.46262688,0.9487544,0.773341623,0.852114235,0.84378925,0.631187896,0.722166527,0.866239099,0.756930808
GaborNN7Layer,113,0.863836825,0.002379289,0.756333333,0.00564332,55.16914756,0.951571427,0.766767286,0.849231685,0.829799009,0.639470667,0.722307326,0.8641812,0.755981731
GaborNN7Layer,114,0.862527563,0.00243635,0.746,0.005351607,54.91227935,0.952029126,0.76536796,0.84855459,0.835067559,0.608555201,0.704040862,0.863584589,0.744555498
GaborNN7Layer,115,0.862114112,0.002407275,0.76,0.005620879,53.4006779,0.950161213,0.765187278,0.847700949,0.842480732,0.633044828,0.722899128,0.862657011,0.757457279
GaborNN7Layer,116,0.860667034,0.002418424,0.755666667,0.005181456,53.49174414,0.944376201,0.768606626,0.847473534,0.838785698,0.634906581,0.722743231,0.861732691,0.757514122
GaborNN7Layer,117,0.860598126,0.002402359,0.744333333,0.005426806,53.55991485,0.948349719,0.764010619,0.846257928,0.83104933,0.615928281,0.707497865,0.861276846,0.744844982
GaborNN7Layer,118,0.863905733,0.002359158,0.752333333,0.005390814,54.07896677,0.954453966,0.764381003,0.848908119,0.839442159,0.62629526,0.717370845,0.863816927,0.753495193
GaborNN7Layer,119,0.86679989,0.002387031,0.753666667,0.005371273,55.4738158,0.952669783,0.773283854,0.853654635,0.834214266,0.621874372,0.712561666,0.867341216,0.749806597
GaborNN7Layer,120,0.866524256,0.002368512,0.745333333,0.005407691,54.28596673,0.951035095,0.773672698,0.853234259,0.824968324,0.620313935,0.708151428,0.866881642,0.743614612
GaborNN7Layer,121,0.870038589,0.002298042,0.752333333,0.00539913,53.60047736,0.954025408,0.778688153,0.857485391,0.842197976,0.62318435,0.716324455,0.870456402,0.752769728
GaborNN7Layer,122,0.863767916,0.00235897,0.751,0.005321843,54.44794104,0.949863907,0.769566774,0.850262486,0.844752899,0.615723169,0.71227998,0.864639297,0.750463937
GaborNN7Layer,123,0.863078831,0.002387924,0.757333333,0.005355113,54.02481213,0.94748066,0.771331928,0.850380186,0.84694224,0.634930749,0.725770258,0.864695624,0.759141961
GaborNN7Layer,124,0.864388093,0.002379122,0.759,0.005369381,54.05796754,0.948571904,0.772110121,0.851292635,0.832466694,0.642866261,0.725483355,0.865037515,0.757915793
GaborNN7Layer,125,0.865146086,0.002362109,0.754333333,0.005213286,54.44876229,0.948742202,0.772507408,0.851602667,0.837239168,0.636322328,0.723083466,0.865662466,0.756838354
GaborNN7Layer,126,0.861080485,0.002406698,0.747666667,0.005327708,53.90436454,0.949284158,0.765327258,0.847437542,0.825531547,0.63273416,0.716387977,0.862392423,0.749104839
GaborNN7Layer,127,0.864181367,0.002395885,0.754333333,0.005327953,53.36713715,0.951569945,0.768154426,0.850081184,0.8434206,0.628014783,0.719950887,0.86444876,0.755220127
GaborNN7Layer,128,0.865490628,0.00237328,0.762666667,0.005326685,53.72135681,0.954259402,0.76915457,0.85176631,0.84836202,0.639929374,0.729550381,0.86572271,0.762835824
GaborNN7Layer,129,0.861838479,0.002422491,0.751666667,0.005392893,54.06878638,0.945957112,0.769804832,0.848838451,0.829975284,0.636165132,0.720260257,0.862952247,0.751739744
GaborNN7Layer,130,0.866730981,0.002347231,0.758,0.005189787,54.32254704,0.955171021,0.772420482,0.854129763,0.833841412,0.643406681,0.726349404,0.868029072,0.75893173
GaborNN7Layer,131,0.866110805,0.002353444,0.755,0.005574628,53.67607747,0.951544923,0.773243392,0.853178117,0.838137667,0.631891242,0.720546172,0.866909081,0.754096664
GaborNN7Layer,132,0.862734289,0.002395827,0.758333333,0.005306892,53.09120181,0.947899682,0.768166549,0.848620892,0.844987189,0.631976331,0.723121318,0.862825575,0.757513809
GaborNN7Layer,133,0.867971334,0.002327846,0.758333333,0.005511046,54.23383316,0.953513766,0.775046836,0.855067305,0.830794656,0.644017672,0.725579018,0.86856827,0.757580319
GaborNN7Layer,134,0.86452591,0.002390125,0.755666667,0.0052989,55.34618889,0.949809375,0.770543501,0.85083642,0.827578172,0.64198444,0.723061821,0.864953794,0.754164486
GaborNN7Layer,135,0.864939361,0.00236009,0.75,0.0053162,54.57934381,0.950847973,0.771068782,0.851573325,0.836947906,0.623849163,0.714855282,0.866009584,0.750459437
GaborNN7Layer,136,0.867902426,0.002342962,0.755,0.005398788,54.01040403,0.952644531,0.775225044,0.854825977,0.833608496,0.636947608,0.722128093,0.868748033,0.754653877
GaborNN7Layer,137,0.865628445,0.002380842,0.750666667,0.005394387,53.7786746,0.954085671,0.769396229,0.85184523,0.841527675,0.6209289,0.71459059,0.866482776,0.752057567
GaborNN7Layer,138,0.867282249,0.002318336,0.76,0.005365979,53.82480598,0.950862456,0.773910022,0.853309052,0.827797777,0.653303603,0.73027178,0.867355312,0.759486382
GaborNN7Layer,139,0.864594818,0.002360285,0.756333333,0.005221933,54.95207637,0.952677445,0.768508395,0.85073976,0.819777816,0.660110067,0.731330522,0.86548693,0.757691312
GaborNN7Layer,140,0.861218302,0.002403314,0.747333333,0.005636683,53.70629712,0.948341436,0.76418827,0.846363597,0.834636054,0.624268672,0.714285357,0.860887193,0.749130841
GaborNN7Layer,141,0.865008269,0.002361915,0.747,0.005529745,53.97111507,0.949776143,0.772104028,0.851773542,0.826298482,0.623989157,0.711033149,0.865629492,0.745760299
GaborNN7Layer,142,0.867902426,0.002367967,0.753333333,0.005349698,53.7482942,0.953536318,0.774222208,0.854574274,0.843732906,0.627085209,0.719453236,0.868340614,0.753939505
GaborNN7Layer,143,0.863699008,0.002380061,0.762,0.005250622,55.43777586,0.951568723,0.768444423,0.850258244,0.854281971,0.627763906,0.723712262,0.865062328,0.759889081
GaborNN7Layer,144,0.862803197,0.002369054,0.760666667,0.005337603,54.09530129,0.945630033,0.771663173,0.849834925,0.838444764,0.647231116,0.730532881,0.863440688,0.761450784
GaborNN7Layer,145,0.865214994,0.002395895,0.751333333,0.005391848,53.63443194,0.944980605,0.776579788,0.852543821,0.838046069,0.625670304,0.716451012,0.865686335,0.752579828
GaborNN7Layer,146,0.864319184,0.002334441,0.760333333,0.005432335,53.65720807,0.94672251,0.772373014,0.850706558,0.854287255,0.625190482,0.722001078,0.864566183,0.759581514
GaborNN7Layer,147,0.863009923,0.002401613,0.765,0.005123225,54.60427119,0.943691675,0.77294009,0.84982364,0.856048465,0.639321579,0.731979698,0.863879334,0.765711052
GaborNN7Layer,148,0.863836825,0.002396341,0.759666667,0.005452423,55.52402724,0.948883975,0.770795141,0.850618177,0.842180271,0.638559896,0.726369904,0.864897005,0.759256775
GaborNN7Layer,149,0.870314223,0.002327322,0.756,0.005421556,54.45666291,0.95104418,0.781423348,0.857930224,0.844330539,0.624633885,0.718053421,0.870732535,0.754474611
GaborNN7Layer,150,0.862596472,0.002376315,0.747666667,0.005545732,53.91054277,0.947011461,0.768628743,0.848546481,0.825487686,0.628186339,0.713447552,0.862936269,0.747525353
GaborNN7Layer,151,0.862734289,0.002367755,0.749666667,0.005542542,54.05307168,0.947783755,0.770070037,0.849734564,0.827406691,0.630712952,0.715793274,0.863542608,0.750405515
GaborNN7Layer,152,0.862251929,0.002372262,0.762666667,0.005300239,54.62729479,0.945433608,0.770566079,0.849089978,0.839388829,0.639058985,0.725651549,0.863463019,0.760538139
GaborNN7Layer,153,0.864939361,0.002379353,0.747666667,0.005565114,54.22209169,0.953254287,0.769129809,0.851350508,0.816032983,0.637613254,0.715873549,0.865716985,0.746409551
GaborNN7Layer,154,0.86266538,0.002379274,0.766666667,0.005385421,54.84700122,0.947140914,0.769829566,0.849329779,0.850231219,0.644425012,0.733158906,0.863494865,0.7658004
